origen,producto,category
Importación,Robalo del pacífico,pescado
Jalisco,Langosta entera cruda,crustaceos
Oaxaca,Calamar gigante,moluscos
Oaxaca,Caracol burro,moluscos
Campeche,Mantarraya,pescado
Michoacán,Jurel,pescado
Chiapas,Aleta de raya,pescado
Campeche,Gurrubata,pescado
Oaxaca,Almeja pata de mula,moluscos
Chiapas,Ancas de rana,filetes
Nayarit,Jaiba entera,crustaceos
Jalisco,Almeja chirla,moluscos
Sonora,Abadejo,filetes
Campeche,Pargo rojo,pescado
Michoacán,Pargo blanco,pescado
Aguascalientes,Cazón sin cabeza,pescado
Sonora,Cóndor,pescado
Aguascalientes,Sierra del Pacífico,pescado
Campeche,Tenazas de cangrejo,crustaceos
Aguascalientes,Lisa del Pacífico,pescado
Sinaloa,Acamaya cruda,crustaceos
Yucatán,Pierna,pescado
Tabasco,Camarón grande s/cabeza,crustaceos
Baja California Sur,Camarón mediano c/cabeza,crustaceos
Tabasco,Chopa,pescado
Tabasco,Gurrubata,pescado
Importación,Camarones 41/50,crustaceos
Michoacán,Caracol chico,moluscos
México,Filete de tilapia,filetes
Chiapas,Camarón roca,crustaceos
Jalisco,Almeja negra,moluscos
Jalisco,Callo de hacha,moluscos
Oaxaca,Caracol,moluscos
Oaxaca,Almeja chirla,moluscos
Oaxaca,Pulpo congelado,moluscos
Michoacán,Tiburón Majarro sin cabeza,pescado
Michoacán,Pargo coconaco,pescado
Distrito Federal,Tiburón sin cabeza,pescado
Guerrero,Langosta entera cruda,crustaceos
Zacatecas,Ostión con concha,moluscos
Tabasco,Ostión con concha,moluscos
Campeche,Lenguado grande,pescado
San Luis Potosí,Camarón chico s/cabeza,crustaceos
San Luis Potosí,Camarón Pacotilla,crustaceos
Michoacán,Acamaya cruda,crustaceos
Sinaloa,Abulón,moluscos
Oaxaca,Mojarra blanca,filetes
Tabasco,Sierra del Pacífico,pescado
Michoacán,Camarón coctel,crustaceos
Michoacán,Camarón chico s/cabeza,crustaceos
Michoacán,Camarón grande s/cabeza,crustaceos
Michoacán,Camarón mediano s/cabeza,crustaceos
Distrito Federal,Camarón c/cabeza mediana,crustaceos
Distrito Federal,Camarón coctel,crustaceos
Distrito Federal,Camarón chico c/cabeza,crustaceos
Distrito Federal,Camarón chico s/cabeza,crustaceos
Distrito Federal,Camarón grande s/cabeza,crustaceos
Distrito Federal,Camarón mediano s/cabeza,crustaceos
Distrito Federal,Camarón grande c/cabeza,crustaceos
Distrito Federal,Camarón mediano c/cabeza,crustaceos
Distrito Federal,Almeja chirla,moluscos
Distrito Federal,Callo de almeja,moluscos
Guerrero,Pulpo fresco,moluscos
Importación,Cazón tripa,pescado
No especificado,Sierra del Golfo,pescado
Baja California,Camarón mediano c/cabeza,crustaceos
Sinaloa,Pulpo s/vísceras,moluscos
Michoacán,Caracol burro,moluscos
Campeche,Cherna aleta prieta,pescado
Veracruz,Almeja campeche,moluscos
Veracruz,Cazón tripa,moluscos
Campeche,Abulón,moluscos
Aguascalientes,Aleta de raya,pescado
Jalisco,Tiburon c/cabeza,pescado
Tamaulipas,Chucumite,filetes
Chiapas,Mantarraya,pescado
Michoacán,Pargo rojo,pescado
Chiapas,Baqueta,pescado
Sonora,Filete de carpa,filetes
Baja California,Trucha,filetes
Yucatán,Caracol chico,moluscos
Importación,Pampano,pescado
Importación,Camarón chico s/cabeza,crustaceos
Jalisco,Camarón grande c/cabeza,crustaceos
Baja California Sur,Calamar,filetes
Sonora,Langosta,crustaceos
Campeche,Langosta entera cocida,crustaceos
No especificado,Abadejo,filetes
Sonora,Camarones U12,crustaceos
Sonora,Camarones U10,crustaceos
Yucatán,Cochito o Cochino,pescado
Michoacán,Camarón c/cabeza mediana,crustaceos
Veracruz,Pierna,pescado
México,Ancas de rana,moluscos
Tabasco,Lisa,filetes
Oaxaca,Lisa del Golfo,pescado
Tabasco,Lisa del Pacífico,pescado
Sonora,Abadejo,pescado
Tamaulipas,Lisa macho,pescado
Sinaloa,Cintilla,pescado
Campeche,Abadejo,filetes
Campeche,Filete de carpa,filetes
Nayarit,Camarón mediano s/cabeza,crustaceos
Baja California,Almeja gallo,moluscos
Guanajuato,Huachinango Golfo,pescado
Guanajuato,Lisa del Golfo,pescado
Guanajuato,Sierra del Golfo,pescado
Campeche,Pargo coconaco,pescado
Sonora,Robalo del pacífico,pescado
Importación,Sierra del Pacífico,pescado
San Luis Potosí,Camarón mediano s/cabeza,crustaceos
Nacional,Cazón sin cabeza,pescado
Sonora,Camarones 31/35,crustaceos
Sonora,Camarones 41/50,crustaceos
Nayarit,Lisa del Golfo,pescado
Michoacán,Tiburón sin cabeza,pescado
Tabasco,Bacoca,pescado
Tabasco,Cherna aleta amarilla,pescado
Colima,Chano,pescado
Aguascalientes,Ancas de rana,moluscos
No especificado,Cintilla,pescado
No especificado,Jurel,pescado
No especificado,Pampano,pescado
No especificado,Peto o Carito,pescado
Jalisco,Bandera,pescado
Nacional,Constantino,pescado
Guerrero,Filete de mero,filetes
Chiapas,Bagre,filetes
No especificado,Robalo,pescado
Tamaulipas,Pulpo s/vísceras,moluscos
Veracruz,Pargo coconaco,pescado
Tabasco,Mojarra blanca,pescado
Importación,Camarón grande c/cabeza,crustaceos
Sonora,Almeja chocolata,moluscos
Campeche,Ratón,pescado
Tamaulipas,Baqueta,pescado
Yucatán,Camarones U12,crustaceos
Tamaulipas,Cherna aleta amarilla,filetes
Tamaulipas,Sargo,filetes
Tamaulipas,Robalo,filetes
Tlaxcala,Ostión con concha,moluscos
Tamaulipas,Caracol chico,moluscos
Aguascalientes,Camarón coctel,crustaceos
Importación,Robaleta,filetes
Colima,Camarón mediano c/cabeza,crustaceos
Distrito Federal,Pulpo congelado,moluscos
Michoacán,Robalo chico,pescado
Aguascalientes,Huachinango grande,pescado
Distrito Federal,Filete de cazón o tiburón,filetes
Distrito Federal,Filete de huachinango,filetes
Distrito Federal,Filete de mero,filetes
Tamaulipas,Raya,filetes
Distrito Federal,Filete de tilapia,filetes
Sonora,Sierra del Golfo,pescado
Tamaulipas,Mojarra plateada,pescado
Nuevo León,Huachinango Golfo,pescado
Nuevo León,Pampano,pescado
Nuevo León,Robalo chico,pescado
Chiapas,Robalo,filetes
Aguascalientes,Langostino,crustaceos
Jalisco,Pargo coconaco,pescado
Sinaloa,Cojinuda,pescado
No especificado,Calamar americano,moluscos
No especificado,Ostión sin concha,moluscos
Aguascalientes,Curbina,pescado
Tabasco,Mantarraya,pescado
Importación,Camarón Macuil,crustaceos
Oaxaca,Sierra del Golfo,pescado
Oaxaca,Pargo blanco,pescado
Tabasco,Baqueta,pescado
Baja California,Bonito,filetes
Baja California,Filete de tilapia,filetes
Tamaulipas,Chopa,filetes
Tamaulipas,Pargo,filetes
Tamaulipas,Ronco amarillo,filetes
Baja California,Cintilla,pescado
Chiapas,Camarón Macuil,crustaceos
Guerrero,Langosta,crustaceos
Yucatán,Camarones 51/60,crustaceos
Aguascalientes,Camarón chico c/cabeza,crustaceos
Aguascalientes,Camarón chico s/cabeza,crustaceos
Aguascalientes,Camarón grande s/cabeza,crustaceos
Aguascalientes,Camarón mediano c/cabeza,crustaceos
Aguascalientes,Camarón mediano s/cabeza,crustaceos
Aguascalientes,Jaiba en pulpa,crustaceos
Tabasco,Torito,pescado
Jalisco,Bacoca,pescado
Michoacán,Almeja chirla,moluscos
Nuevo León,Camarón coctel,crustaceos
Nuevo León,Camarón Macuil,crustaceos
Nuevo León,Camarón mediano s/cabeza,crustaceos
Nuevo León,Camarón Pacotilla,crustaceos
Nuevo León,Jaiba en pulpa,crustaceos
Nuevo León,Jaiba entera,crustaceos
Aguascalientes,Camarón grande c/cabeza,crustaceos
Nuevo León,Bandera,pescado
Nuevo León,Sierra del Golfo,pescado
Nuevo León,Trucha marina,pescado
Oaxaca,Lenguado,filetes
Veracruz,Abadejo,moluscos
Oaxaca,Pampano,pescado
Yucatán,Chucumite,pescado
Yucatán,Robalo chico,pescado
Tabasco,Mojarra plateada,pescado
Campeche,Negrillo,pescado
Yucatán,Negrillo,pescado
Baja California Sur,Trucha,filetes
Oaxaca,Mantarraya,pescado
Jalisco,Cochito o Cochino,pescado
Aguascalientes,Mero,pescado
Yucatán,Abadejo,filetes
Jalisco,Langostino,crustaceos
Jalisco,Langosta,crustaceos
Michoacán,Curbina,filetes
Oaxaca,Besugo,pescado
Campeche,Chucumite,pescado
Tabasco,Chucumite,pescado
Sinaloa,Tolete,pescado
Michoacán,Lenguado grande,pescado
Tamaulipas,Torito,pescado
Oaxaca,Peto o Carito,pescado
México,Rubia o Biajaiba,pescado
México,Tiburón sin cabeza,pescado
Yucatán,Almeja gallo,moluscos
Baja California,Trucha marina,pescado
Aguascalientes,Mojarra Marina,pescado
Guerrero,Sierra del Golfo,pescado
Aguascalientes,Pargo blanco,pescado
Aguascalientes,Robalo del pacífico,pescado
Aguascalientes,Tiburón Majarro sin cabeza,pescado
Baja California Sur,Almeja negra,moluscos
Michoacán,Chucumite,filetes
Baja California Sur,Atún en aceite de oliva,pescado
Aguascalientes,Camarón Pacotilla,crustaceos
Tabasco,Cochito o Cochino,pescado
Distrito Federal,Cazón tripa,pescado
No especificado,Calamar,filetes
No especificado,Bagre,filetes
Importación,Robalo,filetes
Tamaulipas,Constantino,pescado
Sonora,Langosta entera cruda,crustaceos
Michoacán,Robaleta,filetes
Oaxaca,Robalo,filetes
Jalisco,Filete de mero,filetes
Jalisco,Almeja chocolata,moluscos
Jalisco,Callo de almeja,moluscos
Nacional,Filete de cazón o tiburón,filetes
Nacional,Filete de huachinango,filetes
Nacional,Filete de mero,filetes
Nacional,Filete de tilapia,filetes
Sinaloa,Almeja campeche,moluscos
Importación,Camarón s/cabeza coctelero de mar,crustaceos
Michoacán,Cojinuda,pescado
Tamaulipas,Robalo del pacífico,pescado
Baja California Sur,Camarón chico c/cabeza,crustaceos
Tamaulipas,Tolete,pescado
Nayarit,Conejo,pescado
Tabasco,Ratón,pescado
Campeche,Verdillo,pescado
Campeche,Conejo,pescado
Sonora,Camarones 16/20,crustaceos
Sonora,Camarones 21/25,crustaceos
Sonora,Camarones 26/30,crustaceos
Sonora,Camarones U15,crustaceos
México,Cazón con cabeza,pescado
México,Huachinango Pacífico,pescado
México,Pargo blanco,pescado
México,Robalo del pacífico,pescado
México,Sierra del Pacífico,pescado
México,Cazón sin cabeza,pescado
México,Huachinango grande,pescado
México,Pargo,pescado
México,Tiburón Majarro sin cabeza,pescado
Jalisco,Curbina,filetes
Jalisco,Camarón mediano c/cabeza,crustaceos
Jalisco,Camarón mediano s/cabeza,crustaceos
Jalisco,Jaiba entera,crustaceos
Veracruz,Ronco amarillo,filetes
Guerrero,Lisa del Pacífico,pescado
Sinaloa,Mero,pescado
Tlaxcala,Mojarra Marina,pescado
Guerrero,Chopa,pescado
Chiapas,Abadejo,pescado
Hidalgo,Mojarra plateada,pescado
Aguascalientes,Langosta,crustaceos
Guerrero,Langosta entera cocida,crustaceos
Veracruz,Robalo del pacífico,pescado
Oaxaca,Cojinuda,pescado
Chiapas,Pargo Huachinango,pescado
Importación,Sierra del Golfo,pescado
Jalisco,Mantarraya,filetes
Campeche,Mojarra plateada,pescado
Oaxaca,Chopa,pescado
Baja California Sur,Medregal,pescado
Baja California Sur,Cherna aleta amarilla,pescado
Yucatán,Mantarraya,pescado
Importación,Camarones 31/35,crustaceos
Campeche,Langostino,crustaceos
Guerrero,Camarón Pacotilla,crustaceos
Tabasco,Almeja negra,moluscos
Aguascalientes,Almeja chocolata,moluscos
Michoacán,Aleta de raya,pescado
Sonora,Constantino,pescado
Chiapas,Tenazas de cangrejo,crustaceos
Nayarit,Jaiba en pulpa,crustaceos
Tlaxcala,Almeja gallo,moluscos
Tlaxcala,Almeja negra,moluscos
Tlaxcala,Caracol,moluscos
Tlaxcala,Caracol burro,moluscos
Tlaxcala,Caracol chico,moluscos
Tlaxcala,Pulpo c/vísceras,moluscos
Tlaxcala,Pulpo fresco,moluscos
Tlaxcala,Pulpo s/vísceras,moluscos
Aguascalientes,Besugo,pescado
Chiapas,Langosta,crustaceos
Veracruz,Mantarraya,filetes
Sonora,Robalo chico,pescado
Campeche,Tiburon c/cabeza,pescado
Aguascalientes,Calamar americano,moluscos
Aguascalientes,Ostión con concha,moluscos
Jalisco,Lenguado,filetes
No especificado,Trucha,filetes
Guerrero,Jaiba en pulpa,crustaceos
Colima,Cazón tripa,pescado
Campeche,Ostión sin concha,filetes
Michoacán,Cola de langosta,crustaceos
Michoacán,Chucumite,pescado
Baja California,Negrillo,pescado
Chiapas,Lisa,filetes
Jalisco,Constantino,pescado
Aguascalientes,Baqueta,pescado
Aguascalientes,Gurrubata,pescado
Aguascalientes,Mantarraya,pescado
Aguascalientes,Pargo coconaco,pescado
Aguascalientes,Ratón,pescado
No especificado,Bonito,filetes
Nayarit,Abulón,moluscos
Nayarit,Pulpo congelado,moluscos
Chiapas,Acamaya cruda,crustaceos
Importación,Plateado,filetes
Nuevo León,Robalo,pescado
Campeche,Chano,pescado
Campeche,Cola de langosta,crustaceos
Campeche,Langosta entera cruda,crustaceos
Nuevo León,Langosta entera cocida,crustaceos
Nuevo León,Camarón chico s/cabeza,crustaceos
Nuevo León,Camarón grande s/cabeza,crustaceos
Nuevo León,Camarones 16/20,crustaceos
Nuevo León,Camarones 26/30,crustaceos
Nuevo León,Camarones 31/35,crustaceos
Nuevo León,Camarones 41/50,crustaceos
Nuevo León,Camarones 51/60,crustaceos
Nuevo León,Camarones U10,crustaceos
Nuevo León,Camarones U12,crustaceos
Nuevo León,Camarones U15,crustaceos
Jalisco,Robalo,pescado
Tabasco,Caracol chico,moluscos
Quintana Roo,Caracol,moluscos
Nuevo León,Ancas de rana,moluscos
Yucatán,Cazón tripa,filetes
Jalisco,Robalo chico,pescado
Chiapas,Bonito,pescado
Chiapas,Peto o Carito,pescado
Aguascalientes,Atún,pescado
Jalisco,Camarón grande s/cabeza,crustaceos
Aguascalientes,Cazón tripa,pescado
Aguascalientes,Cóndor,pescado
Aguascalientes,Conejo,pescado
Aguascalientes,Lenguado chico,pescado
Aguascalientes,Lisa macho,pescado
Aguascalientes,Pierna,pescado
Aguascalientes,Tiburon c/cabeza,pescado
Nuevo León,Camarones 21/25,crustaceos
Aguascalientes,Lucero,pescado
Campeche,Robalo del pacífico,pescado
Nacional,Lisa del Pacífico,pescado
Michoacán,Besugo,pescado
Campeche,Cherna aleta amarilla,crustaceos
Campeche,Jaiba entera,moluscos
Veracruz,Abadejo,filetes
Chiapas,Camarón s/cabeza coctelero de mar,crustaceos
Zacatecas,Besugo,pescado
Aguascalientes,Lisa,filetes
Aguascalientes,Mojarra blanca,filetes
San Luis Potosí,Camarón coctel,crustaceos
San Luis Potosí,Camarón grande c/cabeza,crustaceos
San Luis Potosí,Camarón grande s/cabeza,crustaceos
San Luis Potosí,Camarón mediano c/cabeza,crustaceos
San Luis Potosí,Jaiba en pulpa,crustaceos
San Luis Potosí,Jaiba entera,crustaceos
Chiapas,Camarones 21/25,crustaceos
Tabasco,Vaqueta,pescado
Aguascalientes,Lebrancha,pescado
Aguascalientes,Trucha marina,pescado
Aguascalientes,Negrillo,pescado
Zacatecas,Conejo,pescado
Zacatecas,Gurrubata,pescado
Zacatecas,Huachinango Golfo,pescado
Zacatecas,Lenguado chico,pescado
Zacatecas,Ratón,pescado
Zacatecas,Rubia o Biajaiba,pescado
Nuevo León,Sargo,pescado
Chiapas,Cherna aleta amarilla,filetes
Chiapas,Lenguado,filetes
Chiapas,Medregal,filetes
Veracruz,Lobina,filetes
Tlaxcala,Acamaya cruda,crustaceos
Chiapas,Cojinuda,pescado
Chiapas,Cherna aleta amarilla,pescado
Chiapas,Pargo rojo,pescado
Chiapas,Rubia o Biajaiba,pescado
Michoacán,Mantarraya,pescado
Campeche,Jaiba entera,pescado
Nayarit,Medregal,pescado
Nayarit,Mero,pescado
Veracruz,Camarón Pacotilla,pescado
Sinaloa,Abadejo,filetes
Veracruz,Camarón Pacotilla,moluscos
Oaxaca,Almeja campeche,moluscos
Importación,Langosta,crustaceos
Aguascalientes,Camaron p/bar y bot,crustaceos
Aguascalientes,Camarón roca,crustaceos
Tlaxcala,Angelito,pescado
Tlaxcala,Bandera,pescado
Tlaxcala,Besugo,pescado
Tlaxcala,Bonito,pescado
Tlaxcala,Cazón sin cabeza,pescado
Tlaxcala,Curbina,pescado
Tlaxcala,Huachinango Golfo,pescado
Tlaxcala,Jurel,pescado
Tlaxcala,Medregal,pescado
Tlaxcala,Negrillo,pescado
Tlaxcala,Pampano,pescado
Tlaxcala,Peto o Carito,pescado
Tlaxcala,Robalo,pescado
Tlaxcala,Sargo,pescado
Tlaxcala,Mantarraya,pescado
Sonora,Ostión con concha,moluscos
Campeche,Sierra del Golfo,crustaceos
Morelos,Lisa del Pacífico,pescado
Morelos,Mantarraya,pescado
Morelos,Pargo blanco,pescado
Morelos,Pargo coconaco,pescado
Morelos,Robalo del pacífico,pescado
Morelos,Sierra del Pacífico,pescado
Morelos,Tiburón Majarro sin cabeza,pescado
Campeche,Sierra del Golfo,moluscos
Importación,Camarones 21/25,crustaceos
Importación,Camarones 26/30,crustaceos
Chiapas,Camarones U12,crustaceos
Chiapas,Almeja chirla,moluscos
Colima,Ostión con concha,moluscos
Sinaloa,Chopa,pescado
Chiapas,Camaron p/bar y bot,crustaceos
Michoacán,Caracol,moluscos
Baja California,Lebrancha,pescado
Aguascalientes,Camarones U12,crustaceos
Sonora,Almeja negra,moluscos
Michoacán,Callo de hacha,moluscos
Chiapas,Caracol burro,moluscos
Tabasco,Caracol burro,moluscos
Chiapas,Almeja pata de mula,moluscos
Yucatán,Tenazas de cangrejo,moluscos
Campeche,Camarón chico c/cabeza,pescado
Michoacán,Abadejo,pescado
Guerrero,Cochito o Cochino,pescado
Chiapas,Sargo,pescado
Sinaloa,Negrillo,pescado
Jalisco,Robalo del pacífico,pescado
Jalisco,Lisa del Golfo,pescado
Campeche,Cochito o Cochino,pescado
San Luis Potosí,Langostino,crustaceos
Chiapas,Mantarraya,filetes
Jalisco,Jurel,pescado
Jalisco,Mantarraya,pescado
Jalisco,Pargo blanco,pescado
Chiapas,Caracol chico,moluscos
Nayarit,Peto o Carito,pescado
Campeche,Curbina,moluscos
Nayarit,Lucero,pescado
Distrito Federal,Jaiba en pulpa,crustaceos
Distrito Federal,Jaiba entera,crustaceos
Aguascalientes,Cochito o Cochino,pescado
Aguascalientes,Pargo rojo,pescado
San Luis Potosí,Bacoca,pescado
San Luis Potosí,Bandera,pescado
San Luis Potosí,Cazón sin cabeza,pescado
San Luis Potosí,Cochito o Cochino,pescado
San Luis Potosí,Curbina,pescado
San Luis Potosí,Gurrubata,pescado
San Luis Potosí,Huachinango grande,pescado
San Luis Potosí,Huachinango Pacífico,pescado
San Luis Potosí,Jurel,pescado
San Luis Potosí,Lenguado grande,pescado
San Luis Potosí,Lisa del Pacífico,pescado
San Luis Potosí,Mojarra plateada,pescado
San Luis Potosí,Pampano,pescado
San Luis Potosí,Pierna,pescado
San Luis Potosí,Robalo del pacífico,pescado
San Luis Potosí,Sierra del Pacífico,pescado
Sinaloa,Bacalao,pescado
Local,Sierra del Golfo,pescado
Importación,Almeja chocolata,moluscos
Distrito Federal,Almeja chocolata,moluscos
Global,Ostión sin concha,moluscos
Nayarit,Langosta,crustaceos
Nayarit,Lenguado,filetes
Morelos,Cazón con cabeza,pescado
Michoacán,Lenguado,filetes
Sinaloa,Lisa,filetes
Sinaloa,Plateado,filetes
Michoacán,Pargo coconaco,crustaceos
Michoacán,Pargo coconaco,moluscos
Tamaulipas,Medregal,filetes
Baja California,Curbina,filetes
Veracruz,Lisa,filetes
No especificado,Camarón grande c/cabeza,crustaceos
Colima,Angelito,pescado
Michoacán,Lisa macho,pescado
Oaxaca,Ratón,pescado
Chiapas,Camarones 26/30,crustaceos
Baja California,Tiburón Majarro sin cabeza,pescado
Yucatán,Filete de mero,crustaceos
Yucatán,Camarones 16/20,pescado
Yucatán,Mantarraya,filetes
Nuevo León,Huachinango Pacífico,pescado
Michoacán,Ostión con concha,crustaceos
Chiapas,Abulón,moluscos
Nayarit,Almeja negra,moluscos
Chiapas,Pulpo s/vísceras,moluscos
Veracruz,Negrillo,filetes
Yucatán,Caracol,filetes
Tamaulipas,Almeja pata de mula,moluscos
Veracruz,Lisa del Golfo,crustaceos
Morelos,Jurel,pescado
Morelos,Huachinango Pacífico,pescado
Sonora,Torito,pescado
Baja California,Camarón Pacotilla,crustaceos
Distrito Federal,Constantino,pescado
Nuevo León,Camarón s/cabeza coctelero de mar,crustaceos
Veracruz,Lisa del Golfo,moluscos
No especificado,Callo de hacha,moluscos
Campeche,Cherna aleta prieta,filetes
Distrito Federal,Huachinango Pacífico,pescado
Jalisco,Atún,pescado
Quintana Roo,Mantarraya,pescado
Campeche,Acamaya cruda,crustaceos
Veracruz,Sargo,filetes
Sonora,Sargo,pescado
Sinaloa,Bonito,pescado
Nayarit,Calamar americano,moluscos
No especificado,Mero,pescado
Nacional,Pargo,pescado
No especificado,Langostino,crustaceos
Nacional,Robalo,pescado
No especificado,Curbina,filetes
No especificado,Caracol,moluscos
Nacional,Curbina,pescado
Tamaulipas,Pulpo c/vísceras,moluscos
Campeche,Cazón con cabeza,moluscos
Yucatán,Acamaya cruda,crustaceos
Oaxaca,Pulpo s/vísceras,moluscos
Michoacán,Lebrancha,pescado
Nayarit,Tolete,pescado
Importación,Camarones U15,crustaceos
Local,Curbina,pescado
Local,Pargo,pescado
Local,Robalo,pescado
No especificado,Camarón grande s/cabeza,crustaceos
No especificado,Camarón mediano s/cabeza,crustaceos
No especificado,Almeja pata de mula,moluscos
No especificado,Mojarra blanca,filetes
Jalisco,Abadejo,filetes
Baja California,Tenazas de cangrejo,crustaceos
No especificado,Cazón sin cabeza,pescado
No especificado,Tiburón sin cabeza,pescado
Sonora,Payaso,pescado
Morelos,Curbina,pescado
Morelos,Pargo,pescado
Jalisco,Almeja pata de mula,moluscos
Oaxaca,Camarones 41/50,crustaceos
Oaxaca,Camarones 31/35,crustaceos
Nayarit,Camarón Macuil,crustaceos
Nayarit,Calamar gigante,moluscos
Chiapas,Lisa macho,pescado
Chiapas,Tiburon c/cabeza,pescado
No especificado,Aleta de raya,pescado
Baja California Sur,Lebrancha,pescado
Nayarit,Ancas de rana,moluscos
Oaxaca,Trucha,filetes
Jalisco,Filete de cazón o tiburón,filetes
Chiapas,Pargo,filetes
Chiapas,Raya,filetes
Veracruz,Camarón chico c/cabeza,pescado
Nayarit,Marlín,pescado
Jalisco,Pargo rojo,pescado
Oaxaca,Lucero,pescado
Baja California,Tolete,pescado
Oaxaca,Acamaya cruda,crustaceos
Guerrero,Pargo rojo,pescado
Sonora,Cola de langosta,crustaceos
No especificado,Camarón coctel,crustaceos
Veracruz,Almeja chirla,filetes
Yucatán,Langosta entera cocida,crustaceos
No especificado,Camarón Pacotilla,crustaceos
Chiapas,Constantino,pescado
Michoacán,Rubia o Biajaiba,pescado
Oaxaca,Lenguado chico,pescado
Baja California Sur,Caracol chico,moluscos
Oaxaca,Lenguado grande,pescado
Oaxaca,Atún,pescado
Nayarit,Angelito,pescado
Nayarit,Payaso,pescado
Guanajuato,Camarón chico c/cabeza,crustaceos
Guanajuato,Camarón coctel,crustaceos
Guanajuato,Almeja chirla,moluscos
Guanajuato,Pulpo fresco,moluscos
Guanajuato,Pulpo congelado,moluscos
Baja California Sur,Camarones 51/60,crustaceos
Guanajuato,Filete de tilapia,filetes
Yucatán,Bagre,filetes
Guerrero,Mantarraya,filetes
Zacatecas,Filete de tilapia,filetes
Guerrero,Callo de hacha,moluscos
Sonora,Pargo coconaco,pescado
Yucatán,Cazón con cabeza,moluscos
Morelos,Ancas de rana,moluscos
Importación,Caracol chico,moluscos
Baja California Sur,Cherna aleta amarilla,filetes
Baja California Sur,Mojarra blanca,filetes
Baja California Sur,Ronco amarillo,filetes
Importación,Jaiba entera,crustaceos
Importación,Jaiba en pulpa,crustaceos
Baja California Sur,Camarón s/cabeza coctelero de mar,crustaceos
Baja California Sur,Tenazas de cangrejo,crustaceos
Nayarit,Lobina,filetes
Tabasco,Callo de hacha,moluscos
Baja California,Sardina,pescado
Nacional,Huachinango Golfo,pescado
Importación,Huachinango Golfo,pescado
Campeche,Ostión sin concha,pescado
Local,Huachinango Golfo,pescado
Campeche,Ostión sin concha,crustaceos
Veracruz,Tilapia chica,pescado
Nacional,Huachinango grande,pescado
Oaxaca,Camarones 51/60,crustaceos
México,Ostión con concha,moluscos
México,Pulpo fresco,moluscos
Importación,Camarones U10,crustaceos
Nayarit,Mojarra blanca,pescado
Nayarit,Pulpo s/vísceras,moluscos
Nacional,Mojarra Marina,pescado
Chiapas,Abadejo,filetes
Sonora,Camarón c/cabeza mediana,crustaceos
Tamaulipas,Abadejo,filetes
Yucatán,Cabrillo,pescado
Nayarit,Cojinuda,pescado
Yucatán,Calamar americano,filetes
México,Jurel,pescado
México,Lisa del Pacífico,pescado
México,Mantarraya,pescado
México,Pargo coconaco,pescado
México,Langosta,crustaceos
México,Langostino,crustaceos
Campeche,Medregal,moluscos
Veracruz,Tilapia chica,moluscos
Campeche,Medregal,crustaceos
Baja California,Chopa,pescado
Tabasco,Angelito,pescado
Tabasco,Sargo,pescado
Veracruz,Almeja negra,crustaceos
Nacional,Callo de almeja,moluscos
No especificado,Mantarraya,pescado
No especificado,Pargo blanco,pescado
No especificado,Pargo coconaco,pescado
No especificado,Sierra del Pacífico,pescado
Veracruz,Ostión sin concha,pescado
Importación,Langosta entera cocida,crustaceos
Importación,Camarones 16/20,crustaceos
Importación,Camarones U12,crustaceos
No especificado,Robalo del pacífico,pescado
Yucatán,Robalo,filetes
Nayarit,Curbina,filetes
Nayarit,Camarón chico c/cabeza,filetes
No especificado,Mojarra Marina,pescado
Baja California,Abadejo,filetes
Jalisco,Angelito,pescado
Jalisco,Baqueta,pescado
Jalisco,Guitarra,pescado
Jalisco,Lucero,pescado
Jalisco,Torito,pescado
Jalisco,Verdillo,pescado
Campeche,Cherna aleta amarilla,moluscos
Campeche,Pulpo fresco,pescado
Veracruz,Negrillo,crustaceos
No especificado,Curbina,pescado
Veracruz,Almeja chirla,crustaceos
Veracruz,Negrillo,moluscos
Nayarit,Camarón roca,crustaceos
Campeche,Camarón chico c/cabeza,moluscos
Nayarit,Camarón chico c/cabeza,pescado
Yucatán,Curbina,crustaceos
Nacional,Ostión sin concha,moluscos
Nacional,Pulpo congelado,moluscos
Nacional,Callo de hacha,moluscos
Nacional,Ostión con concha,moluscos
Nayarit,Callo de almeja,moluscos
Colima,Camarón grande c/cabeza,crustaceos
Colima,Camarones 21/25,crustaceos
Colima,Camarones 26/30,crustaceos
Colima,Camarones 41/50,crustaceos
Baja California,Camarones U15,crustaceos
Importación,Tenazas de cangrejo,crustaceos
Colima,Camarones 16/20,crustaceos
Colima,Camarón Pacotilla,crustaceos
Nayarit,Camarones 26/30,crustaceos
Colima,Camarones 31/35,crustaceos
Colima,Camarones U10,crustaceos
Colima,Camarones U12,crustaceos
Colima,Camarones U15,crustaceos
Nayarit,Tenazas de cangrejo,crustaceos
Campeche,Almeja campeche,moluscos
Nayarit,Callo de hacha,moluscos
Nayarit,Trucha,filetes
Nayarit,Ancas de rana,filetes
Baja California,Bacalao,filetes
Nayarit,Robalo,filetes
Oaxaca,Lobina,filetes
Baja California,Bacalao,pescado
Importación,Lenguado grande,pescado
Nacional,Pampano,pescado
Importación,Sardina,pescado
Importación,Mojarra plateada,pescado
Nayarit,Sardina,pescado
Nacional,Bacalao,pescado
Nacional,Lenguado grande,pescado
Nacional,Mojarra blanca,pescado
Nacional,Sierra del Golfo,pescado
Sonora,Curbina,filetes
Nacional,Lenguado,filetes
